order_item_id,order_id,product_id,quantity,unit_price,total_price
146,60,87,3,27.99,83.97
147,61,49,1,5.99,5.99
148,61,20,2,4.99,9.98
149,62,30,1,2.49,2.49
150,62,94,2,1499.99,2999.98
151,62,50,3,9.99,29.97
152,63,42,1,0.99,0.99
153,63,80,2,1399.99,2799.98
154,63,60,3,10.99,32.97
155,63,87,1,27.99,27.99
156,64,26,1,0.99,0.99
157,64,36,2,19.99,39.98
158,64,81,1,1099.99,1099.99
159,65,56,2,49.99,99.98
160,66,15,3,799.99,2399.97
161,66,19,1,9.99,9.99
162,66,42,3,0.99,2.97
163,66,81,1,1099.99,1099.99
164,67,64,2,14.99,29.98
165,67,54,3,8.99,26.97
166,67,15,1,799.99,799.99
167,68,100,3,129.99,389.97
168,68,44,3,29.99,89.97
169,68,85,3,34.99,104.97
170,69,77,3,5.99,17.97
171,69,21,1,1.49,1.49
172,70,87,2,27.99,55.98
173,70,71,3,39.99,119.97
174,70,63,3,7.99,23.97
175,70,28,3,5.49,16.47
176,71,11,1,1899.99,1899.99
177,71,95,3,8999.99,26999.97
178,71,64,3,14.99,44.97
179,71,70,3,6.99,20.97
180,72,83,3,29.99,89.97
181,73,46,3,14.99,44.97
182,73,11,3,1899.99,5699.97
183,73,37,3,1.99,5.97
184,74,46,3,14.99,44.97
185,74,25,3,1.29,3.87
186,74,48,2,7.99,15.98
187,74,65,2,12.99,25.98
188,75,51,2,39.99,79.98
189,76,72,3,8.99,26.97
190,76,51,2,39.99,79.98
191,77,66,3,89.99,269.97
192,77,78,2,1999.99,3999.98
193,77,84,3,24.99,74.97
194,78,82,1,1499.99,1499.99
195,78,100,1,129.99,129.99
196,79,70,3,6.99,20.97
197,79,94,2,1499.99,2999.98
198,79,17,2,12.99,25.98
199,79,41,2,2.49,4.98
200,80,65,3,12.99,38.97
201,81,6,3,49.99,149.97
202,82,2,2,19.99,39.98
203,82,69,1,3.99,3.99
204,82,92,1,109.99,109.99
205,82,37,1,1.99,1.99
206,83,96,1,12999.99,12999.99
207,83,71,1,39.99,39.99
208,83,13,3,299.99,899.97
209,84,60,2,10.99,21.98
210,84,37,2,1.99,3.98
211,85,77,3,5.99,17.97
212,86,80,3,1399.99,4199.97
213,86,52,2,29.99,59.98
214,87,32,2,3.49,6.98
215,87,43,3,59.99,179.97
216,87,86,3,19.99,59.97
217,88,8,3,89.99,269.97
218,88,5,1,8.99,8.99
219,89,10,2,79.99,159.98
220,89,45,2,39.99,79.98
221,90,92,2,109.99,219.98
222,90,77,1,5.99,5.99
223,90,37,1,1.99,1.99
224,90,93,1,89.99,89.99
225,91,7,2,129.99,259.98
226,92,96,1,12999.99,12999.99
227,92,30,2,2.49,4.98
228,92,38,3,5.99,17.97
229,93,76,1,11.99,11.99
230,93,88,1,149.99,149.99
231,93,57,1,9.99,9.99
232,94,23,3,2.99,8.97
233,94,80,2,1399.99,2799.98
234,94,35,2,2.29,4.58
235,94,94,2,1499.99,2999.98
236,95,5,3,8.99,26.97
237,95,58,2,3.99,7.98
238,95,22,3,10.99,32.97
239,96,62,3,5.99,17.97
240,96,38,3,5.99,17.97
241,97,26,3,0.99,2.97
242,97,40,1,3.99,3.99
243,98,8,3,89.99,269.97
244,98,54,2,8.99,17.98
245,98,11,2,1899.99,3799.98
246,98,50,1,9.99,9.99
247,99,25,2,1.29,2.58
248,100,6,2,49.99,99.98
249,100,1,2,9.99,19.98
250,100,32,2,3.49,6.98
251,100,93,3,89.99,269.97
252,101,76,2,11.99,23.98
253,101,82,1,1499.99,1499.99
254,102,56,3,49.99,149.97
255,102,86,3,19.99,59.97
256,103,53,2,12.99,25.98
257,103,98,2,13999.99,27999.98
258,103,33,2,4.99,9.98
259,103,100,3,129.99,389.97
260,104,100,2,129.99,259.98
261,104,89,2,79.99,159.98
262,105,28,2,5.49,10.98
263,105,9,3,69.99,209.97
264,105,64,1,14.99,14.99
265,105,71,2,39.99,79.98
266,106,42,3,0.99,2.97
267,106,38,2,5.99,11.98
268,106,92,3,109.99,329.97
269,106,59,1,4.99,4.99
270,107,90,3,89.99,269.97
271,107,47,1,49.99,49.99
272,108,61,1,34.99,34.99
273,108,5,2,8.99,17.98
274,108,36,3,19.99,59.97
275,108,33,3,4.99,14.97
276,109,89,1,79.99,79.99
277,109,12,1,2499.99,2499.99
278,109,1,3,9.99,29.97
279,109,39,3,1.99,5.97
280,110,7,3,129.99,389.97
281,110,13,1,299.99,299.99
282,111,77,3,5.99,17.97
283,111,17,3,12.99,38.97
284,112,34,1,7.99,7.99
285,112,72,2,8.99,17.98
286,112,32,1,3.49,3.49
287,112,15,2,799.99,1599.98
288,113,86,2,19.99,39.98
289,113,70,1,6.99,6.99
290,113,62,2,5.99,11.98
291,114,30,2,2.49,4.98
292,114,10,3,79.99,239.97
293,114,58,2,3.99,7.98
294,114,65,1,12.99,12.99
295,115,65,2,12.99,25.98
296,115,47,3,49.99,149.97
297,116,90,3,89.99,269.97
298,116,91,3,119.99,359.97
299,116,53,2,12.99,25.98
300,117,66,2,89.99,179.98
301,117,41,3,2.49,7.47
302,117,75,2,16.99,33.98
303,117,11,1,1899.99,1899.99
304,118,93,1,89.99,89.99
305,119,86,3,19.99,59.97
306,120,95,3,8999.99,26999.97
307,120,50,2,9.99,19.98
308,120,92,1,109.99,109.99
309,121,48,2,7.99,15.98
310,121,79,1,1799.99,1799.99
311,122,7,1,129.99,129.99
312,122,80,1,1399.99,1399.99
313,123,79,1,1799.99,1799.99
314,124,69,1,3.99,3.99
315,124,5,2,8.99,17.98
316,124,64,3,14.99,44.97
317,124,7,3,129.99,389.97
318,125,96,3,12999.99,38999.97
319,125,73,1,19.99,19.99
320,125,45,1,39.99,39.99
321,125,25,1,1.29,1.29
322,126,67,3,15.99,47.97
323,126,86,1,19.99,19.99
324,126,25,2,1.29,2.58
325,126,52,3,29.99,89.97
326,127,60,2,10.99,21.98
327,127,94,1,1499.99,1499.99
328,127,72,2,8.99,17.98
329,127,28,3,5.49,16.47
330,128,15,2,799.99,1599.98
331,128,4,2,12.99,25.98
332,128,13,3,299.99,899.97
333,128,64,2,14.99,29.98
334,129,24,1,14.99,14.99
335,129,55,2,6.99,13.98
336,130,77,3,5.99,17.97
337,131,43,2,59.99,119.98
338,131,98,2,13999.99,27999.98
339,132,29,1,3.99,3.99
340,132,88,2,149.99,299.98
341,133,89,3,79.99,239.97
342,133,11,1,1899.99,1899.99
343,134,36,1,19.99,19.99
344,134,42,2,0.99,1.98
345,134,63,3,7.99,23.97
346,135,35,3,2.29,6.87
347,136,20,2,4.99,9.98
348,136,27,3,6.99,20.97
349,136,83,3,29.99,89.97
350,137,41,3,2.49,7.47
351,138,30,1,2.49,2.49
352,138,10,1,79.99,79.99
353,138,70,2,6.99,13.98
354,138,24,3,14.99,44.97
355,139,13,1,299.99,299.99
356,140,30,1,2.49,2.49
357,140,82,1,1499.99,1499.99
358,140,45,2,39.99,79.98
359,140,13,1,299.99,299.99
360,141,49,3,5.99,17.97
361,141,74,3,4.99,14.97
362,142,50,1,9.99,9.99
363,143,94,3,1499.99,4499.97
364,143,32,2,3.49,6.98
365,143,81,1,1099.99,1099.99
366,143,42,2,0.99,1.98
367,144,25,3,1.29,3.87
368,145,64,2,14.99,29.98
369,145,21,1,1.49,1.49
370,145,67,3,15.99,47.97
371,145,36,3,19.99,59.97
372,146,39,2,1.99,3.98
373,147,48,3,7.99,23.97
374,147,94,2,1499.99,2999.98
375,147,51,1,39.99,39.99
376,148,83,2,29.99,59.98
377,148,81,2,1099.99,2199.98
378,148,13,3,299.99,899.97
379,149,64,2,14.99,29.98
380,149,96,3,12999.99,38999.97
381,149,4,1,12.99,12.99
382,150,18,2,8.99,17.98
383,150,52,1,29.99,29.99
384,150,100,3,129.99,389.97
385,151,11,2,1899.99,3799.98
386,152,77,1,5.99,5.99
387,152,14,2,499.99,999.98
388,152,5,1,8.99,8.99
389,152,86,2,19.99,39.98
390,153,66,1,89.99,89.99
391,153,58,1,3.99,3.99
392,154,57,2,9.99,19.98
393,154,86,2,19.99,39.98
394,155,92,1,109.99,109.99
395,155,50,1,9.99,9.99
396,155,64,3,14.99,44.97
397,156,9,1,69.99,69.99
398,156,25,2,1.29,2.58
399,156,100,3,129.99,389.97
400,156,8,3,89.99,269.97
401,157,10,3,79.99,239.97
402,157,29,3,3.99,11.97
403,158,39,3,1.99,5.97
404,158,22,1,10.99,10.99
405,159,82,2,1499.99,2999.98
406,159,16,2,1.99,3.98
407,160,16,3,1.99,5.97
408,160,41,3,2.49,7.47
409,161,42,3,0.99,2.97
410,161,8,3,89.99,269.97
411,161,94,1,1499.99,1499.99
412,162,27,3,6.99,20.97
413,163,42,1,0.99,0.99
414,164,90,2,89.99,179.98
415,165,17,1,12.99,12.99
416,165,54,2,8.99,17.98
417,165,44,1,29.99,29.99
418,165,28,2,5.49,10.98
419,166,34,2,7.99,15.98
420,166,48,1,7.99,7.99
421,166,70,3,6.99,20.97
422,166,38,2,5.99,11.98
423,167,43,3,59.99,179.97
424,168,18,1,8.99,8.99
425,168,76,3,11.99,35.97
426,169,28,3,5.49,16.47
427,169,99,1,99.99,99.99
428,169,91,2,119.99,239.98
429,169,84,3,24.99,74.97
430,170,42,3,0.99,2.97
431,171,12,2,2499.99,4999.98
432,171,91,2,119.99,239.98
433,171,10,1,79.99,79.99
434,172,98,2,13999.99,27999.98
435,172,14,1,499.99,499.99
436,172,38,3,5.99,17.97
437,173,99,3,99.99,299.97
438,173,18,3,8.99,26.97
439,174,52,1,29.99,29.99
440,175,15,3,799.99,2399.97
441,175,92,3,109.99,329.97
442,175,19,1,9.99,9.99
443,175,31,3,0.79,2.37
444,176,38,2,5.99,11.98
445,177,63,2,7.99,15.98
446,177,19,2,9.99,19.98
447,178,30,3,2.49,7.47
448,178,46,3,14.99,44.97
449,178,69,2,3.99,7.98
450,179,92,3,109.99,329.97
451,179,59,2,4.99,9.98
452,179,97,1,10999.99,10999.99
453,180,80,1,1399.99,1399.99
454,180,20,3,4.99,14.97
455,180,14,3,499.99,1499.97
456,180,17,3,12.99,38.97
457,181,3,2,14.99,29.98
458,181,31,1,0.79,0.79
459,181,29,1,3.99,3.99
460,181,6,3,49.99,149.97
461,182,49,1,5.99,5.99
462,182,88,3,149.99,449.97
463,182,43,1,59.99,59.99
464,183,86,1,19.99,19.99
465,184,78,2,1999.99,3999.98
466,184,43,2,59.99,119.98
467,185,66,2,89.99,179.98
468,186,55,1,6.99,6.99
469,186,93,3,89.99,269.97
470,186,63,2,7.99,15.98
471,186,45,2,39.99,79.98
472,187,94,2,1499.99,2999.98
473,188,54,2,8.99,17.98
474,189,57,1,9.99,9.99
475,190,2,1,19.99,19.99
476,190,36,1,19.99,19.99
477,190,75,3,16.99,50.97
478,190,26,3,0.99,2.97
479,191,52,3,29.99,89.97
480,191,95,2,8999.99,17999.98
481,191,15,3,799.99,2399.97
482,191,70,3,6.99,20.97
483,192,65,2,12.99,25.98
484,193,81,3,1099.99,3299.97
485,193,5,1,8.99,8.99
486,193,37,2,1.99,3.98
487,193,90,1,89.99,89.99
488,194,45,2,39.99,79.98
489,194,30,2,2.49,4.98
490,194,86,3,19.99,59.97
491,195,65,1,12.99,12.99
492,195,84,1,24.99,24.99
493,195,80,3,1399.99,4199.97
494,195,51,2,39.99,79.98
495,196,35,1,2.29,2.29
496,196,39,2,1.99,3.98
497,196,100,3,129.99,389.97
498,197,73,3,19.99,59.97
499,198,62,3,5.99,17.97
500,198,79,3,1799.99,5399.97
501,198,100,2,129.99,259.98
502,198,37,1,1.99,1.99
503,199,17,1,12.99,12.99
504,199,45,3,39.99,119.97
505,199,89,2,79.99,159.98
506,200,68,1,24.99,24.99
507,200,55,1,6.99,6.99
508,200,70,1,6.99,6.99
509,200,32,3,3.49,10.47
510,201,15,3,799.99,2399.97
511,202,100,1,129.99,129.99
512,202,98,2,13999.99,27999.98
513,202,37,2,1.99,3.98
514,202,42,1,0.99,0.99
515,203,40,2,3.99,7.98
516,203,67,2,15.99,31.98
517,204,30,3,2.49,7.47
518,204,93,3,89.99,269.97
519,205,57,2,9.99,19.98
520,206,55,3,6.99,20.97
521,206,47,2,49.99,99.98
522,206,3,2,14.99,29.98
523,207,26,3,0.99,2.97
524,208,72,1,8.99,8.99
525,208,75,2,16.99,33.98
526,208,32,1,3.49,3.49
527,208,19,3,9.99,29.97
528,209,24,2,14.99,29.98
529,209,99,2,99.99,199.98
530,209,89,2,79.99,159.98
531,210,34,2,7.99,15.98
532,210,52,2,29.99,59.98
533,210,21,3,1.49,4.47
534,210,79,1,1799.99,1799.99
535,211,96,1,12999.99,12999.99
536,211,27,2,6.99,13.98
537,211,44,2,29.99,59.98
538,212,4,3,12.99,38.97
539,212,19,1,9.99,9.99
540,212,69,3,3.99,11.97
541,213,35,3,2.29,6.87
542,213,61,1,34.99,34.99
543,213,40,3,3.99,11.97
544,214,9,1,69.99,69.99
545,215,30,3,2.49,7.47
546,215,87,3,27.99,83.97
547,215,16,2,1.99,3.98
548,215,8,2,89.99,179.98
549,216,37,3,1.99,5.97
550,216,99,3,99.99,299.97
551,217,17,3,12.99,38.97
552,217,8,1,89.99,89.99
553,217,18,3,8.99,26.97
554,217,2,3,19.99,59.97
555,218,69,2,3.99,7.98
556,218,90,3,89.99,269.97
557,218,22,1,10.99,10.99
558,219,18,1,8.99,8.99
559,219,93,1,89.99,89.99
560,220,89,2,79.99,159.98
561,221,13,3,299.99,899.97
562,221,21,2,1.49,2.98
563,222,48,3,7.99,23.97
564,222,92,2,109.99,219.98
565,223,37,1,1.99,1.99
566,223,35,1,2.29,2.29
567,224,63,2,7.99,15.98
568,224,27,1,6.99,6.99
569,225,73,2,19.99,39.98
570,226,57,3,9.99,29.97
571,227,13,2,299.99,599.98
572,227,53,3,12.99,38.97
573,228,71,3,39.99,119.97
574,228,70,3,6.99,20.97
575,228,37,2,1.99,3.98
576,228,28,3,5.49,16.47
577,229,79,3,1799.99,5399.97
578,229,91,2,119.99,239.98
579,229,80,1,1399.99,1399.99
580,229,49,2,5.99,11.98
581,230,71,1,39.99,39.99
582,230,90,2,89.99,179.98
583,230,57,1,9.99,9.99
584,231,78,2,1999.99,3999.98
585,231,51,3,39.99,119.97
586,231,29,1,3.99,3.99
587,231,82,3,1499.99,4499.97
588,232,87,1,27.99,27.99
589,232,34,1,7.99,7.99
590,232,47,1,49.99,49.99
591,233,95,1,8999.99,8999.99
592,234,91,2,119.99,239.98
593,235,39,3,1.99,5.97
594,235,19,3,9.99,29.97
595,235,65,1,12.99,12.99
596,236,66,1,89.99,89.99
597,236,43,3,59.99,179.97
598,236,33,3,4.99,14.97
599,236,27,1,6.99,6.99
600,237,38,3,5.99,17.97
601,237,58,2,3.99,7.98
602,237,16,2,1.99,3.98
603,238,36,2,19.99,39.98
604,238,1,1,9.99,9.99
605,239,33,1,4.99,4.99
606,239,21,1,1.49,1.49
607,240,36,1,19.99,19.99
608,240,34,1,7.99,7.99
609,240,4,3,12.99,38.97
610,240,78,3,1999.99,5999.97
611,241,25,1,1.29,1.29
612,241,85,3,34.99,104.97
613,241,96,2,12999.99,25999.98
614,241,22,1,10.99,10.99
615,242,34,2,7.99,15.98
616,242,20,2,4.99,9.98
617,242,83,3,29.99,89.97
618,243,79,1,1799.99,1799.99
619,244,67,2,15.99,31.98
620,245,89,3,79.99,239.97
621,245,88,1,149.99,149.99
622,245,66,3,89.99,269.97
623,245,52,3,29.99,89.97
624,246,56,1,49.99,49.99
625,247,28,3,5.49,16.47
626,248,94,2,1499.99,2999.98
627,248,9,3,69.99,209.97
628,249,48,1,7.99,7.99
629,250,41,1,2.49,2.49
630,250,7,1,129.99,129.99
631,251,70,3,6.99,20.97
632,251,66,2,89.99,179.98
633,252,20,2,4.99,9.98
634,253,78,1,1999.99,1999.99
635,253,96,2,12999.99,25999.98
636,253,71,3,39.99,119.97
637,253,55,3,6.99,20.97
638,254,16,1,1.99,1.99
639,254,50,2,9.99,19.98
640,255,59,3,4.99,14.97
641,255,72,1,8.99,8.99
642,255,57,2,9.99,19.98
643,255,18,3,8.99,26.97
644,256,25,2,1.29,2.58
645,256,17,2,12.99,25.98
646,256,70,1,6.99,6.99
647,257,71,1,39.99,39.99
648,257,46,2,14.99,29.98
649,258,92,1,109.99,109.99
650,259,3,2,14.99,29.98
651,259,23,1,2.99,2.99
652,260,63,1,7.99,7.99
653,260,24,2,14.99,29.98
654,260,15,1,799.99,799.99
655,260,38,1,5.99,5.99
656,261,88,2,149.99,299.98
657,261,72,2,8.99,17.98
658,261,83,1,29.99,29.99
659,261,71,1,39.99,39.99
660,262,69,3,3.99,11.97
661,263,65,3,12.99,38.97
662,264,49,3,5.99,17.97
663,264,2,1,19.99,19.99
664,264,61,1,34.99,34.99
665,264,33,1,4.99,4.99
666,265,23,3,2.99,8.97
667,265,88,1,149.99,149.99
668,266,32,2,3.49,6.98
669,266,54,2,8.99,17.98
670,267,76,2,11.99,23.98
671,267,16,1,1.99,1.99
672,268,57,2,9.99,19.98
673,269,24,3,14.99,44.97
674,269,31,1,0.79,0.79
675,269,51,3,39.99,119.97
676,269,33,3,4.99,14.97
677,270,80,1,1399.99,1399.99
678,270,70,3,6.99,20.97
679,271,2,2,19.99,39.98
680,272,9,2,69.99,139.98
681,272,93,3,89.99,269.97
682,272,35,1,2.29,2.29
683,272,47,3,49.99,149.97
684,273,66,2,89.99,179.98
685,273,83,1,29.99,29.99
686,274,50,1,9.99,9.99
687,274,46,3,14.99,44.97
688,274,89,2,79.99,159.98
689,275,12,1,2499.99,2499.99
690,275,23,2,2.99,5.98
691,276,66,3,89.99,269.97
692,276,58,1,3.99,3.99
693,277,51,3,39.99,119.97
694,277,56,1,49.99,49.99
695,278,95,3,8999.99,26999.97
696,278,58,1,3.99,3.99
697,279,31,1,0.79,0.79
698,279,71,1,39.99,39.99
699,279,40,2,3.99,7.98
700,279,82,3,1499.99,4499.97
701,280,15,2,799.99,1599.98
702,280,89,1,79.99,79.99
703,280,65,3,12.99,38.97
704,281,52,1,29.99,29.99
705,281,30,3,2.49,7.47
706,281,45,2,39.99,79.98
707,281,94,1,1499.99,1499.99
708,282,99,2,99.99,199.98
709,282,45,2,39.99,79.98
710,282,70,3,6.99,20.97
711,282,32,1,3.49,3.49
712,283,15,1,799.99,799.99
713,283,31,1,0.79,0.79
714,283,58,2,3.99,7.98
715,284,62,2,5.99,11.98
716,284,30,1,2.49,2.49
717,285,78,1,1999.99,1999.99
718,285,88,1,149.99,149.99
719,285,65,2,12.99,25.98
720,286,47,1,49.99,49.99
721,286,38,2,5.99,11.98
722,286,29,2,3.99,7.98
723,286,67,2,15.99,31.98
724,287,79,3,1799.99,5399.97
725,287,42,3,0.99,2.97
726,287,74,3,4.99,14.97
727,287,83,1,29.99,29.99
728,288,45,1,39.99,39.99
729,288,47,3,49.99,149.97
730,288,51,3,39.99,119.97
731,288,79,2,1799.99,3599.98
732,289,80,2,1399.99,2799.98
733,289,19,1,9.99,9.99
734,289,3,3,14.99,44.97
735,289,69,3,3.99,11.97
736,290,2,1,19.99,19.99
737,291,54,1,8.99,8.99
738,291,14,3,499.99,1499.97
739,291,74,1,4.99,4.99
740,292,99,2,99.99,199.98
741,292,41,3,2.49,7.47
742,292,84,2,24.99,49.98
743,293,11,2,1899.99,3799.98
744,293,14,3,499.99,1499.97
745,293,62,2,5.99,11.98
746,294,74,2,4.99,9.98
747,294,66,3,89.99,269.97
748,294,43,3,59.99,179.97
749,295,59,2,4.99,9.98
750,295,88,2,149.99,299.98
751,295,42,1,0.99,0.99
752,296,93,2,89.99,179.98
753,297,75,1,16.99,16.99
754,298,35,2,2.29,4.58
755,298,95,2,8999.99,17999.98
756,298,59,3,4.99,14.97
757,299,36,1,19.99,19.99
758,299,84,3,24.99,74.97
759,299,25,2,1.29,2.58
760,300,4,2,12.99,25.98
761,300,42,3,0.99,2.97
762,300,22,2,10.99,21.98
763,301,79,1,1799.99,1799.99
764,301,71,1,39.99,39.99
765,301,60,2,10.99,21.98
766,301,72,1,8.99,8.99
767,302,66,1,89.99,89.99
768,302,94,1,1499.99,1499.99
769,302,55,3,6.99,20.97
770,302,12,3,2499.99,7499.97
771,303,31,2,0.79,1.58
772,304,1,2,9.99,19.98
773,304,78,2,1999.99,3999.98
774,305,33,3,4.99,14.97
775,305,21,3,1.49,4.47
776,305,66,1,89.99,89.99
777,306,39,3,1.99,5.97
778,307,41,2,2.49,4.98
779,307,71,2,39.99,79.98
780,308,79,1,1799.99,1799.99
781,308,36,3,19.99,59.97
782,308,5,3,8.99,26.97
783,309,5,1,8.99,8.99
784,309,99,2,99.99,199.98
785,310,33,1,4.99,4.99
786,310,38,1,5.99,5.99
787,310,19,3,9.99,29.97
788,311,83,1,29.99,29.99
789,311,22,1,10.99,10.99
790,311,47,1,49.99,49.99
791,311,14,1,499.99,499.99
792,312,93,2,89.99,179.98
793,312,64,3,14.99,44.97
794,312,59,2,4.99,9.98
795,312,94,2,1499.99,2999.98
796,313,57,3,9.99,29.97
797,313,91,2,119.99,239.98
798,314,1,1,9.99,9.99
799,314,76,1,11.99,11.99
800,314,10,3,79.99,239.97
801,315,76,3,11.99,35.97
802,315,72,3,8.99,26.97
803,316,12,2,2499.99,4999.98
804,317,56,3,49.99,149.97
805,318,1,1,9.99,9.99
806,318,86,1,19.99,19.99
807,318,94,1,1499.99,1499.99
808,319,3,2,14.99,29.98
809,319,8,1,89.99,89.99
810,320,51,2,39.99,79.98
811,320,58,2,3.99,7.98
812,320,88,3,149.99,449.97
813,321,35,3,2.29,6.87
814,321,28,3,5.49,16.47
815,321,13,2,299.99,599.98
816,321,71,3,39.99,119.97
817,322,2,1,19.99,19.99
818,322,65,2,12.99,25.98
819,323,35,3,2.29,6.87
820,323,13,2,299.99,599.98
821,323,14,2,499.99,999.98
822,323,45,2,39.99,79.98
823,324,66,1,89.99,89.99
824,324,29,2,3.99,7.98
825,325,92,3,109.99,329.97
826,326,57,2,9.99,19.98
827,326,95,3,8999.99,26999.97
828,326,2,1,19.99,19.99
829,327,40,3,3.99,11.97
830,327,82,1,1499.99,1499.99
831,327,49,1,5.99,5.99
832,327,48,1,7.99,7.99
833,328,65,2,12.99,25.98
834,329,2,3,19.99,59.97
835,330,44,1,29.99,29.99
836,330,17,2,12.99,25.98
837,331,70,1,6.99,6.99
838,331,57,1,9.99,9.99
839,331,35,3,2.29,6.87
840,331,45,3,39.99,119.97
841,332,42,3,0.99,2.97
842,332,52,1,29.99,29.99
843,332,30,2,2.49,4.98
844,332,60,1,10.99,10.99
845,333,81,1,1099.99,1099.99
846,334,64,2,14.99,29.98
847,334,85,2,34.99,69.98
848,335,77,1,5.99,5.99
849,336,69,3,3.99,11.97
850,336,7,1,129.99,129.99
851,337,21,3,1.49,4.47
852,337,39,1,1.99,1.99
853,338,2,2,19.99,39.98
854,339,69,3,3.99,11.97
855,339,11,2,1899.99,3799.98
856,340,79,3,1799.99,5399.97
857,340,39,1,1.99,1.99
858,341,38,2,5.99,11.98
